data_broker,prompting_strategy,file_path,task_completion,incomplete_bool,group_incomplete,blocked_bool,group_blocked
targetsmart.com,obstruction_baseline_zero_shot,../browser_history_output/targetsmart.com/obstruction_baseline_zero_shot/gpt-5/20251115-012739,,False,False,False,False
thinkdatagroup.com,obstruction_baseline_zero_shot,../browser_history_output/thinkdatagroup.com/obstruction_baseline_zero_shot/gpt-5/20251115-034045,,False,False,False,False
thedatatrust.com,obstruction_baseline_zero_shot,../browser_history_output/thedatatrust.com/obstruction_baseline_zero_shot/gpt-5/20251115-025900,,False,False,False,False
thedatagroup.com,obstruction_baseline_zero_shot,../browser_history_output/thedatagroup.com/obstruction_baseline_zero_shot/gpt-5/20251115-024248,,False,False,False,False
usadata.com,obstruction_baseline_zero_shot,../browser_history_output/usadata.com/obstruction_baseline_zero_shot/gpt-5/20251115-175003,Complete,False,False,False,False
truepeoplesearch.com,obstruction_baseline_zero_shot,../browser_history_output/truepeoplesearch.com/obstruction_baseline_zero_shot/gpt-5/20251115-054404,,False,False,False,False
teamdms.com,obstruction_baseline_zero_shot,../browser_history_output/teamdms.com/obstruction_baseline_zero_shot/gpt-5/20251115-013503,,False,False,False,False
start.io,obstruction_baseline_zero_shot,../browser_history_output/start.io/obstruction_baseline_zero_shot/gpt-5/20251114-225309,,False,False,False,False
throtle.io,obstruction_baseline_zero_shot,../browser_history_output/throtle.io/obstruction_baseline_zero_shot/gpt-5/20251115-042433,,False,False,False,False
statara.com,obstruction_baseline_zero_shot,../browser_history_output/statara.com/obstruction_baseline_zero_shot/gpt-5/20251114-230946,,False,False,False,False
triplelift.com,obstruction_baseline_zero_shot,../browser_history_output/triplelift.com/obstruction_baseline_zero_shot/gpt-5/20251115-050749,,False,False,False,False
swoop.com,obstruction_baseline_zero_shot,../browser_history_output/swoop.com/obstruction_baseline_zero_shot/gpt-5/20251115-001256,Complete,False,False,False,False
statsocial.com,obstruction_baseline_zero_shot,../browser_history_output/statsocial.com/obstruction_baseline_zero_shot/gpt-5/20251114-231648,Complete,False,False,False,False
tunnldata.com,obstruction_baseline_zero_shot,../browser_history_output/tunnldata.com/obstruction_baseline_zero_shot/gpt-5/20251115-060225,,False,False,False,False
terminus.com,obstruction_baseline_zero_shot,../browser_history_output/terminus.com/obstruction_baseline_zero_shot/gpt-5/20251115-021431,,False,False,False,False
venntel.com,obstruction_baseline_zero_shot,../browser_history_output/venntel.com/obstruction_baseline_zero_shot/gpt-5/20251115-190734,Complete,False,False,False,False
taboola.com,obstruction_baseline_zero_shot,../browser_history_output/taboola.com/obstruction_baseline_zero_shot/gpt-5/20251115-010525,,False,False,False,False
truthfinder.com,obstruction_baseline_zero_shot,../browser_history_output/truthfinder.com/obstruction_baseline_zero_shot/gpt-5/20251115-055409,,False,False,False,False
theswarm.com,obstruction_baseline_zero_shot,../browser_history_output/theswarm.com/obstruction_baseline_zero_shot/gpt-5/20251115-031420,,False,False,False,False
venpath.net,obstruction_baseline_zero_shot,../browser_history_output/venpath.net/obstruction_baseline_zero_shot/gpt-5/20251115-191157,Complete,False,False,False,False
uspeoplesearch.com,obstruction_baseline_zero_shot,../browser_history_output/uspeoplesearch.com/obstruction_baseline_zero_shot/gpt-5/20251115-181713,Complete,False,False,False,False
trestleiq.com,obstruction_baseline_zero_shot,../browser_history_output/trestleiq.com/obstruction_baseline_zero_shot/gpt-5/20251115-045305,,False,False,False,False
upscapital.com,obstruction_baseline_zero_shot,../browser_history_output/upscapital.com/obstruction_baseline_zero_shot/gpt-5/20251115-174304,Complete,False,True,False,False
t-mobile.com,obstruction_baseline_zero_shot,../browser_history_output/t-mobile.com/obstruction_baseline_zero_shot/gpt-5/20251115-003229,Complete,False,False,False,False
ventiveiq.com,obstruction_baseline_zero_shot,../browser_history_output/ventiveiq.com/obstruction_baseline_zero_shot/gpt-5/20251115-192101,Complete,False,False,False,False
unacast.com,obstruction_baseline_zero_shot,../browser_history_output/unacast.com/obstruction_baseline_zero_shot/gpt-5/20251115-164518,Complete,False,False,False,False
swordfish.ai,obstruction_baseline_zero_shot,../browser_history_output/swordfish.ai/obstruction_baseline_zero_shot/gpt-5/20251115-002822,Incomplete,True,True,False,False
usdatacorporation.com,obstruction_baseline_zero_shot,../browser_history_output/usdatacorporation.com/obstruction_baseline_zero_shot/gpt-5/20251115-180017,Complete,False,False,False,False
veraset.com,obstruction_baseline_zero_shot,../browser_history_output/veraset.com/obstruction_baseline_zero_shot/gpt-5/20251115-193409,Complete,False,False,False,False
thebridgecorp.com,obstruction_baseline_zero_shot,../browser_history_output/thebridgecorp.com/obstruction_baseline_zero_shot/gpt-5/20251115-023312,,False,False,False,False
stirista.com,obstruction_baseline_zero_shot,../browser_history_output/stirista.com/obstruction_baseline_zero_shot/gpt-5/20251115-000327,,False,False,False,False
theworknumber.com,obstruction_baseline_zero_shot,../browser_history_output/theworknumber.com/obstruction_baseline_zero_shot/gpt-5/20251115-032848,,False,False,False,False
vendelux.com,obstruction_baseline_zero_shot,../browser_history_output/vendelux.com/obstruction_baseline_zero_shot/gpt-5/20251115-185311,Complete,False,False,False,False
uplead.com,obstruction_baseline_zero_shot,../browser_history_output/uplead.com/obstruction_baseline_zero_shot/gpt-5/20251115-172412,Complete,False,False,False,False
tapad.com,obstruction_baseline_zero_shot,../browser_history_output/tapad.com/obstruction_baseline_zero_shot/gpt-5/20251115-011601,,False,False,False,False
stackadapt.com,obstruction_few_shot_regulator_role_with_CoT,../browser_history_output/stackadapt.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20251201-043654,Complete,False,False,False,False
stackadapt.com,obstruction_regulator_role_few_shot_scenarios,../browser_history_output/stackadapt.com/obstruction_regulator_role_few_shot_scenarios/gpt-5/20251130-034234,Complete,False,False,False,False
unearthcampaigns.com,obstruction_few_shot_regulator_role_with_CoT,../browser_history_output/unearthcampaigns.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20251130-224645,Complete,False,False,False,False
unearthcampaigns.com,obstruction_regulator_role_few_shot_scenarios,../browser_history_output/unearthcampaigns.com/obstruction_regulator_role_few_shot_scenarios/gpt-5/20251129-213625,Complete,False,False,False,False
usmarketinggrp.com,obstruction_few_shot_regulator_role_with_CoT,../browser_history_output/usmarketinggrp.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20251201-001625,Complete,False,False,False,False
usmarketinggrp.com,obstruction_regulator_role_few_shot_scenarios,../browser_history_output/usmarketinggrp.com/obstruction_regulator_role_few_shot_scenarios/gpt-5/20251129-224348,Complete,False,False,False,False
spyfly.com,obstruction_few_shot_regulator_role_with_CoT,../browser_history_output/spyfly.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20251201-042228,Complete,False,False,False,False
spyfly.com,obstruction_regulator_role_few_shot_scenarios,../browser_history_output/spyfly.com/obstruction_regulator_role_few_shot_scenarios/gpt-5/20251130-033119,Complete,False,False,False,False
unmask.com,obstruction_regulator_role_few_shot_scenarios,../browser_history_output/unmask.com/obstruction_regulator_role_few_shot_scenarios/gpt-5/20251129-214849,Complete,False,False,False,False
steppingblocks.com,obstruction_few_shot_regulator_role_with_CoT,../browser_history_output/steppingblocks.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20251201-061222,Complete,False,False,False,False
steppingblocks.com,obstruction_regulator_role_few_shot_scenarios,../browser_history_output/steppingblocks.com/obstruction_regulator_role_few_shot_scenarios/gpt-5/20251130-043703,Complete,False,False,False,False
veeva.com,obstruction_few_shot_regulator_role_with_CoT,../browser_history_output/veeva.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20251201-020812,Incomplete,True,True,False,False
veeva.com,obstruction_regulator_role_few_shot_scenarios,../browser_history_output/veeva.com/obstruction_regulator_role_few_shot_scenarios/gpt-5/20251129-225916,Complete,False,True,False,False
usadata.com,obstruction_few_shot_regulator_role_with_CoT,../browser_history_output/usadata.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20251130-235049,Complete,False,False,False,False
usadata.com,obstruction_regulator_role_few_shot_scenarios,../browser_history_output/usadata.com/obstruction_regulator_role_few_shot_scenarios/gpt-5/20251129-222620,Complete,False,True,False,False
start.io,obstruction_few_shot_regulator_role_with_CoT,../browser_history_output/start.io/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20251201-045725,Complete,False,True,False,False
start.io,obstruction_regulator_role_few_shot_scenarios,../browser_history_output/start.io/obstruction_regulator_role_few_shot_scenarios/gpt-5/20251130-040239,Complete,False,False,False,False
statara.com,obstruction_few_shot_regulator_role_with_CoT,../browser_history_output/statara.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20251201-051808,Complete,False,False,False,False
statara.com,obstruction_regulator_role_few_shot_scenarios,../browser_history_output/statara.com/obstruction_regulator_role_few_shot_scenarios/gpt-5/20251130-040850,Incomplete,True,True,False,False
swoop.com,obstruction_few_shot_regulator_role_with_CoT,../browser_history_output/swoop.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20251201-063932,Complete,False,False,False,False
swoop.com,obstruction_regulator_role_few_shot_scenarios,../browser_history_output/swoop.com/obstruction_regulator_role_few_shot_scenarios/gpt-5/20251130-051917,Complete,False,False,False,False
statsocial.com,obstruction_few_shot_regulator_role_with_CoT,../browser_history_output/statsocial.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20251201-055121,Complete,False,False,False,False
statsocial.com,obstruction_regulator_role_few_shot_scenarios,../browser_history_output/statsocial.com/obstruction_regulator_role_few_shot_scenarios/gpt-5/20251130-041842,Complete,False,False,False,False
venntel.com,obstruction_few_shot_regulator_role_with_CoT,../browser_history_output/venntel.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20251201-030037,Complete,False,False,False,False
venntel.com,obstruction_regulator_role_few_shot_scenarios,../browser_history_output/venntel.com/obstruction_regulator_role_few_shot_scenarios/gpt-5/20251129-234345,Complete,False,False,False,False
venpath.net,obstruction_few_shot_regulator_role_with_CoT,../browser_history_output/venpath.net/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20251201-030513,Complete,False,False,False,False
venpath.net,obstruction_regulator_role_few_shot_scenarios,../browser_history_output/venpath.net/obstruction_regulator_role_few_shot_scenarios/gpt-5/20251129-235014,Complete,False,False,False,False
uspeoplesearch.com,obstruction_few_shot_regulator_role_with_CoT,../browser_history_output/uspeoplesearch.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20251201-002640,Complete,False,False,False,False
uspeoplesearch.com,obstruction_regulator_role_few_shot_scenarios,../browser_history_output/uspeoplesearch.com/obstruction_regulator_role_few_shot_scenarios/gpt-5/20251129-225207,Complete,False,False,False,False
upscapital.com,obstruction_few_shot_regulator_role_with_CoT,../browser_history_output/upscapital.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20251130-234342,Incomplete,True,True,False,False
upscapital.com,obstruction_regulator_role_few_shot_scenarios,../browser_history_output/upscapital.com/obstruction_regulator_role_few_shot_scenarios/gpt-5/20251129-221227,Incomplete,True,True,False,False
ventiveiq.com,obstruction_few_shot_regulator_role_with_CoT,../browser_history_output/ventiveiq.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20251201-033821,Incomplete,True,True,False,False
ventiveiq.com,obstruction_regulator_role_few_shot_scenarios,../browser_history_output/ventiveiq.com/obstruction_regulator_role_few_shot_scenarios/gpt-5/20251130-000107,Complete,False,False,False,False
unacast.com,obstruction_few_shot_regulator_role_with_CoT,../browser_history_output/unacast.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20251130-222601,Complete,False,False,False,False
unacast.com,obstruction_regulator_role_few_shot_scenarios,../browser_history_output/unacast.com/obstruction_regulator_role_few_shot_scenarios/gpt-5/20251129-212741,Complete,False,False,False,False
usdatacorporation.com,obstruction_few_shot_regulator_role_with_CoT,../browser_history_output/usdatacorporation.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20251201-000457,Complete,False,False,False,False
veraset.com,obstruction_few_shot_regulator_role_with_CoT,../browser_history_output/veraset.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20251201-035643,Complete,False,False,False,False
veraset.com,obstruction_regulator_role_few_shot_scenarios,../browser_history_output/veraset.com/obstruction_regulator_role_few_shot_scenarios/gpt-5/20251130-001949,Complete,False,False,False,False
stirista.com,obstruction_few_shot_regulator_role_with_CoT,../browser_history_output/stirista.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20251201-062714,Complete,False,False,False,False
stirista.com,obstruction_regulator_role_few_shot_scenarios,../browser_history_output/stirista.com/obstruction_regulator_role_few_shot_scenarios/gpt-5/20251130-050046,Complete,False,False,False,False
vendelux.com,obstruction_few_shot_regulator_role_with_CoT,../browser_history_output/vendelux.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20251201-023637,Complete,False,False,False,False
vendelux.com,obstruction_regulator_role_few_shot_scenarios,../browser_history_output/vendelux.com/obstruction_regulator_role_few_shot_scenarios/gpt-5/20251129-231830,Complete,False,False,False,False
uplead.com,obstruction_few_shot_regulator_role_with_CoT,../browser_history_output/uplead.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20251130-231556,Complete,False,False,False,False
uplead.com,obstruction_regulator_role_few_shot_scenarios,../browser_history_output/uplead.com/obstruction_regulator_role_few_shot_scenarios/gpt-5/20251129-220039,Complete,False,False,False,False
uspeoplesearch.com,interface_interference_baseline_zero_shot,../browser_history_output/uspeoplesearch.com/interface_interference_baseline_zero_shot/gpt-5/20251130-235126,,False,False,False,False
sterling.ai,interface_interference_baseline_zero_shot,../browser_history_output/sterling.ai/interface_interference_baseline_zero_shot/gpt-5/20251201-035439,Complete,False,False,False,False
start.io,interface_interference_baseline_zero_shot,../browser_history_output/start.io/interface_interference_baseline_zero_shot/gpt-5/20251201-030247,,False,True,False,False
vendelux.com,interface_interference_baseline_zero_shot,../browser_history_output/vendelux.com/interface_interference_baseline_zero_shot/gpt-5/20251201-004758,,False,False,False,False
statsocial.com,interface_interference_baseline_zero_shot,../browser_history_output/statsocial.com/interface_interference_baseline_zero_shot/gpt-5/20251201-032203,,False,False,False,False
venpath.net,interface_interference_baseline_zero_shot,../browser_history_output/venpath.net/interface_interference_baseline_zero_shot/gpt-5/20251201-012314,,False,False,False,False
stackadapt.com,interface_interference_baseline_zero_shot,../browser_history_output/stackadapt.com/interface_interference_baseline_zero_shot/gpt-5/20251201-023732,,False,False,False,False
stirista.com,interface_interference_baseline_zero_shot,../browser_history_output/stirista.com/interface_interference_baseline_zero_shot/gpt-5/20251201-042947,,False,False,False,False
unmask.com,interface_interference_baseline_zero_shot,../browser_history_output/unmask.com/interface_interference_baseline_zero_shot/gpt-5/20251130-214901,,False,False,False,False
steppingblocks.com,interface_interference_baseline_zero_shot,../browser_history_output/steppingblocks.com/interface_interference_baseline_zero_shot/gpt-5/20251201-034216,,False,False,False,False
t-mobile.com,interface_interference_baseline_zero_shot,../browser_history_output/t-mobile.com/interface_interference_baseline_zero_shot/gpt-5/20251201-045728,,False,False,False,False
spyfly.com,interface_interference_baseline_zero_shot,../browser_history_output/spyfly.com/interface_interference_baseline_zero_shot/gpt-5/20251201-021905,,False,False,False,False
swoop.com,interface_interference_baseline_zero_shot,../browser_history_output/swoop.com/interface_interference_baseline_zero_shot/gpt-5/20251201-044737,Complete,False,False,False,False
unearthcampaigns.com,interface_interference_baseline_zero_shot,../browser_history_output/unearthcampaigns.com/interface_interference_baseline_zero_shot/gpt-5/20251130-213855,,False,False,False,False
venntel.com,interface_interference_baseline_zero_shot,../browser_history_output/venntel.com/interface_interference_baseline_zero_shot/gpt-5/20251201-010628,,False,False,False,False
unacast.com,interface_interference_baseline_zero_shot,../browser_history_output/unacast.com/interface_interference_baseline_zero_shot/gpt-5/20251130-213122,Incomplete,True,True,False,False
usadata.com,interface_interference_baseline_zero_shot,../browser_history_output/usadata.com/interface_interference_baseline_zero_shot/gpt-5/20251130-225758,,False,False,False,False
upscapital.com,interface_interference_baseline_zero_shot,../browser_history_output/upscapital.com/interface_interference_baseline_zero_shot/gpt-5/20251130-223251,,False,False,False,False
veraset.com,interface_interference_baseline_zero_shot,../browser_history_output/veraset.com/interface_interference_baseline_zero_shot/gpt-5/20251201-015926,,False,False,False,False
usdatacorporation.com,interface_interference_baseline_zero_shot,../browser_history_output/usdatacorporation.com/interface_interference_baseline_zero_shot/gpt-5/20251130-231501,,False,False,False,False
uplead.com,interface_interference_baseline_zero_shot,../browser_history_output/uplead.com/interface_interference_baseline_zero_shot/gpt-5/20251130-220957,Incomplete,True,True,False,False
statara.com,interface_interference_baseline_zero_shot,../browser_history_output/statara.com/interface_interference_baseline_zero_shot/gpt-5/20251201-031537,,False,False,False,False
veeva.com,interface_interference_baseline_zero_shot,../browser_history_output/veeva.com/interface_interference_baseline_zero_shot/gpt-5/20251201-001350,,False,False,False,False
usmarketinggrp.com,interface_interference_baseline_zero_shot,../browser_history_output/usmarketinggrp.com/interface_interference_baseline_zero_shot/gpt-5/20251130-234005,,False,False,False,False
ventiveiq.com,interface_interference_baseline_zero_shot,../browser_history_output/ventiveiq.com/interface_interference_baseline_zero_shot/gpt-5/20251201-014137,,False,False,False,False
stackadapt.com,interface_interference_zero_shot_regulator_role,../browser_history_output/stackadapt.com/interface_interference_zero_shot_regulator_role/gpt-5/20251202-195028,Complete,False,False,False,False
unearthcampaigns.com,interface_interference_zero_shot_regulator_role,../browser_history_output/unearthcampaigns.com/interface_interference_zero_shot_regulator_role/gpt-5/20251202-230554,,False,True,False,False
usmarketinggrp.com,interface_interference_zero_shot_regulator_role,../browser_history_output/usmarketinggrp.com/interface_interference_zero_shot_regulator_role/gpt-5/20251203-010232,Complete,False,False,False,False
spyfly.com,interface_interference_zero_shot_regulator_role,../browser_history_output/spyfly.com/interface_interference_zero_shot_regulator_role/gpt-5/20251202-193355,,False,False,False,False
unmask.com,interface_interference_zero_shot_regulator_role,../browser_history_output/unmask.com/interface_interference_zero_shot_regulator_role/gpt-5/20251202-233323,Complete,False,False,False,False
steppingblocks.com,interface_interference_zero_shot_regulator_role,../browser_history_output/steppingblocks.com/interface_interference_zero_shot_regulator_role/gpt-5/20251202-211413,,False,False,False,False
