file_path,is_successful,blocked,block_category
../../browser_history_output/censia.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260213-090639,True,False,no_blocking
../../browser_history_output/censia.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260212-201126,True,True,automation_instability
../../browser_history_output/demandscience.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260213-211854,True,False,no_blocking
../../browser_history_output/demandscience.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260213-080836,True,False,no_blocking
../../browser_history_output/publicdatacheck.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260211-024501,True,False,no_blocking
../../browser_history_output/instantly.ai/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260212-054605,True,False,no_blocking
../../browser_history_output/instantly.ai/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260211-080035,True,False,no_blocking
../../browser_history_output/cision.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260213-100441,True,False,no_blocking
../../browser_history_output/cision.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260212-210136,True,False,no_blocking
../../browser_history_output/equifax.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260214-032956,True,False,no_blocking
../../browser_history_output/equifax.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260213-154544,True,False,no_blocking
../../browser_history_output/Marriott.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260212-132753,True,False,no_blocking
../../browser_history_output/Marriott.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260212-013510,True,False,no_blocking
../../browser_history_output/Realintent.co/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260212-134424,True,False,no_blocking
../../browser_history_output/Realintent.co/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260212-014947,True,False,no_blocking
../../browser_history_output/freewheel.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260211-164503,True,True,navigation_failure
../../browser_history_output/freewheel.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260210-231557,True,False,no_blocking
../../browser_history_output/audigent.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260212-233719,True,False,no_blocking
../../browser_history_output/audigent.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260212-104227,False,True,automation_instability
../../browser_history_output/buildertrend.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260213-060804,True,False,no_blocking
../../browser_history_output/buildertrend.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260212-164706,True,True,security_barrier
../../browser_history_output/meltwater.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260210-110832,True,False,no_blocking
../../browser_history_output/netwisedata.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260210-172059,True,False,no_blocking
../../browser_history_output/marketforcecorp.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260210-090902,True,False,no_blocking
../../browser_history_output/nextroll.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260210-174245,True,True,interaction_failure
../../browser_history_output/autoweb.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260212-234859,True,True,automation_instability
../../browser_history_output/autoweb.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260212-110802,True,False,no_blocking
../../browser_history_output/mailinglists.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260210-084904,False,True,agent_reasoning_failure
../../browser_history_output/digitalvikingmedia.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260213-230734,True,False,no_blocking
../../browser_history_output/digitalvikingmedia.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260213-100337,True,False,no_blocking
../../browser_history_output/Wiland.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260212-141216,True,False,no_blocking
../../browser_history_output/Wiland.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260212-020756,True,False,no_blocking
../../browser_history_output/faraday.ai/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260214-074908,True,False,no_blocking
../../browser_history_output/faraday.ai/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260213-202359,True,False,no_blocking
../../browser_history_output/claritas.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260213-104917,True,False,no_blocking
../../browser_history_output/claritas.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260212-214549,True,False,no_blocking
../../browser_history_output/blis.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260213-042146,True,False,no_blocking
../../browser_history_output/blis.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260212-145412,True,True,security_barrier
../../browser_history_output/demyst.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260213-214354,True,False,no_blocking
../../browser_history_output/demyst.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260213-083009,True,False,no_blocking
../../browser_history_output/preqin.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260211-010503,True,True,interaction_failure
../../browser_history_output/privco.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260211-015632,True,False,no_blocking
../../browser_history_output/fusable.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260211-165910,True,False,no_blocking
../../browser_history_output/fusable.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260210-232020,True,False,no_blocking
../../browser_history_output/kindsight.io/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260210-001803,True,True,navigation_failure
../../browser_history_output/kindsight.io/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260210-043839,True,True,automation_instability
../../browser_history_output/belardiwong.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260213-030222,True,False,no_blocking
../../browser_history_output/belardiwong.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260212-134914,True,False,no_blocking
../../browser_history_output/monevo.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260210-131347,True,False,no_blocking
../../browser_history_output/mrss.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260210-145046,True,False,no_blocking
../../browser_history_output/emailindustries.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260214-014722,True,False,no_blocking
../../browser_history_output/emailindustries.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260213-132223,True,False,no_blocking
../../browser_history_output/dtn.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260214-000728,True,False,no_blocking
../../browser_history_output/dtn.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260213-112432,True,False,no_blocking
../../browser_history_output/leidosiq.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260210-032745,True,False,no_blocking
../../browser_history_output/leidosiq.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260210-071917,True,True,automation_instability
../../browser_history_output/datalinedata.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260213-173523,True,False,no_blocking
../../browser_history_output/datalinedata.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260213-041741,True,False,no_blocking
../../browser_history_output/carneydirect.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260213-074139,True,False,no_blocking
../../browser_history_output/carneydirect.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260212-181955,True,False,no_blocking
../../browser_history_output/Aristotle.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260212-115416,True,False,no_blocking
../../browser_history_output/Aristotle.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260211-233427,True,False,no_blocking
../../browser_history_output/aidentified.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260212-185724,True,False,no_blocking
../../browser_history_output/aidentified.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260212-061133,True,False,no_blocking
../../browser_history_output/4-Eyes.ai/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260212-075046,True,False,no_blocking
../../browser_history_output/4-Eyes.ai/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260211-230458,True,False,no_blocking
../../browser_history_output/precisely.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260211-003133,True,True,interaction_failure
../../browser_history_output/growbots.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260211-231003,True,False,no_blocking
../../browser_history_output/growbots.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260211-015923,True,False,no_blocking
../../browser_history_output/acbj.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260212-145800,True,False,no_blocking
../../browser_history_output/acbj.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260212-030723,True,True,security_barrier
../../browser_history_output/nuwber.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260210-184006,True,False,no_blocking
../../browser_history_output/lizdev.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260210-053508,True,True,automation_instability
../../browser_history_output/lizdev.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260210-091731,True,False,no_blocking
../../browser_history_output/missionwired.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260210-114404,True,False,no_blocking
../../browser_history_output/Www.liftbasedata.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260212-064402,True,False,no_blocking
../../browser_history_output/Www.liftbasedata.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260211-214945,True,False,no_blocking
../../browser_history_output/crexi.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260213-151750,True,False,no_blocking
../../browser_history_output/crexi.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260213-013316,True,False,no_blocking
../../browser_history_output/fourthwall.tv/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260211-163514,True,False,no_blocking
../../browser_history_output/fourthwall.tv/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260210-225759,True,False,no_blocking
../../browser_history_output/recruitbot.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260211-060610,True,True,navigation_failure
../../browser_history_output/namericanmedia.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260210-154952,False,True,interaction_failure
../../browser_history_output/intentsify.io/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260209-161916,True,False,no_blocking
../../browser_history_output/intentsify.io/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260210-001005,True,False,no_blocking
../../browser_history_output/anteriad.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260212-214021,True,False,no_blocking
../../browser_history_output/anteriad.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260212-083545,True,True,automation_instability
../../browser_history_output/mediawallah.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260210-103516,True,False,no_blocking
../../browser_history_output/big-village.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260213-031323,True,False,no_blocking
../../browser_history_output/big-village.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260212-135644,True,False,no_blocking
../../browser_history_output/irys.us/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260209-174356,True,False,no_blocking
../../browser_history_output/irys.us/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260210-014743,True,False,no_blocking
../../browser_history_output/jmr-media.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260209-225747,True,False,no_blocking
../../browser_history_output/jmr-media.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260210-031636,True,False,no_blocking
../../browser_history_output/6sense.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260212-113651,True,False,no_blocking
../../browser_history_output/6sense.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260211-231905,True,False,no_blocking
../../browser_history_output/fastpeoplesearch.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260214-081501,False,True,security_barrier
../../browser_history_output/fastpeoplesearch.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260213-203822,False,True,security_barrier
../../browser_history_output/erepublic.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260214-035133,False,True,agent_reasoning_failure
../../browser_history_output/erepublic.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260213-161027,True,False,no_blocking
../../browser_history_output/pacificeast.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260210-214804,True,False,no_blocking
../../browser_history_output/Dresdendirect.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260212-123050,True,False,no_blocking
../../browser_history_output/Dresdendirect.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260212-003446,True,False,no_blocking
../../browser_history_output/evorra.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260214-042139,True,False,no_blocking
../../browser_history_output/evorra.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260213-164407,True,False,no_blocking
../../browser_history_output/instantcheckmate.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260212-053449,True,False,no_blocking
../../browser_history_output/instantcheckmate.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260211-074933,True,False,no_blocking
../../browser_history_output/infillion.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260212-041509,True,False,no_blocking
../../browser_history_output/infillion.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260211-063528,True,False,no_blocking
../../browser_history_output/getrev.ai/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260211-205042,True,False,no_blocking
../../browser_history_output/getrev.ai/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260210-234810,True,False,no_blocking
../../browser_history_output/healthwisedata.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260212-000235,True,True,automation_instability
../../browser_history_output/healthwisedata.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260211-025907,True,False,no_blocking
../../browser_history_output/dealersocket.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260213-182810,True,False,no_blocking
../../browser_history_output/dealersocket.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260213-053506,True,False,no_blocking
../../browser_history_output/amplemarket.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260212-203917,True,False,no_blocking
../../browser_history_output/amplemarket.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260212-072834,True,False,no_blocking
../../browser_history_output/Intalytics.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260212-124218,True,False,no_blocking
../../browser_history_output/Intalytics.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260212-004841,True,True,automation_instability
../../browser_history_output/convex.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260213-144317,True,False,no_blocking
../../browser_history_output/convex.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260213-005352,True,False,no_blocking
../../browser_history_output/omginc.xyz/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260210-184836,True,False,no_blocking
../../browser_history_output/keywordconnects.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260209-235434,True,False,no_blocking
../../browser_history_output/keywordconnects.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260210-041806,True,False,no_blocking
../../browser_history_output/plungedigital.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260210-232232,True,False,no_blocking
../../browser_history_output/jigyasaanalytics.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260209-223327,True,False,no_blocking
../../browser_history_output/jigyasaanalytics.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260210-030920,True,False,no_blocking
../../browser_history_output/healthcare.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260211-233013,True,False,no_blocking
../../browser_history_output/healthcare.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260211-022606,True,False,no_blocking
../../browser_history_output/kontextdata.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260210-060619,True,False,no_blocking
../../browser_history_output/data-axle.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260213-162857,True,False,no_blocking
../../browser_history_output/data-axle.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260213-024550,True,False,no_blocking
../../browser_history_output/apollointeractive.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260212-220849,True,False,no_blocking
../../browser_history_output/apollointeractive.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260212-093252,True,False,no_blocking
../../browser_history_output/path2response.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260210-221632,False,True,agent_reasoning_failure
../../browser_history_output/lead411.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260210-014654,True,False,no_blocking
../../browser_history_output/lead411.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260210-061759,True,False,no_blocking
../../browser_history_output/disconetwork.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260213-231430,True,False,no_blocking
../../browser_history_output/disconetwork.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260213-100740,True,False,no_blocking
../../browser_history_output/nielsen.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260210-181736,True,False,no_blocking
../../browser_history_output/leadmemedia.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260210-022358,True,False,no_blocking
../../browser_history_output/leadmemedia.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260210-064705,False,True,navigation_failure
../../browser_history_output/porchgroupmedia.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260210-235724,True,False,no_blocking
../../browser_history_output/completemedicallists.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260213-134142,True,False,no_blocking
../../browser_history_output/completemedicallists.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260212-232903,True,False,no_blocking
../../browser_history_output/inmarket.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260212-052323,True,False,no_blocking
../../browser_history_output/inmarket.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260211-073343,False,True,interaction_failure
../../browser_history_output/predactiv.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260211-005048,False,True,agent_reasoning_failure
../../browser_history_output/affinityanswers.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260212-183600,True,False,no_blocking
../../browser_history_output/affinityanswers.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260212-052439,True,False,no_blocking
../../browser_history_output/location.foursquare.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260210-100220,True,True,automation_instability
../../browser_history_output/cuebiq.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260213-155738,True,False,no_blocking
../../browser_history_output/cuebiq.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260213-023501,True,False,no_blocking
../../browser_history_output/dstillery.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260214-000350,True,False,no_blocking
../../browser_history_output/dstillery.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260213-110942,True,False,no_blocking
../../browser_history_output/Bombora.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260212-120407,True,False,no_blocking
../../browser_history_output/Bombora.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260211-235517,False,True,interaction_failure
../../browser_history_output/onspotdata.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260210-202149,True,False,no_blocking
../../browser_history_output/dspolitical.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260213-235720,True,False,no_blocking
../../browser_history_output/dspolitical.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260213-105847,True,False,no_blocking
../../browser_history_output/messagedigital.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260210-113310,True,True,content_access_limitation
../../browser_history_output/famousbirthdays.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260214-073442,True,False,no_blocking
