"annotation_id","annotator","comments","confidence","created_at","data_broker","evidence","explanation_verification","file_path","ground_truth","id","lead_time","model","pattern_name","prompting_strategy","rationale","review_status","status","time_stamp","updated_at","verification"
40,"1","I agree with the explanation that the agent has selected. But, the definition doesn't cover this scenario under discussed use cases, so unsure.",0.82,"2026-02-23T19:31:08.000858Z","steppingblocks.com","Evidence Items:
1. Evidence #1
  • page_url: https://www.steppingblocks.com/personal-information-inquiry
  • evidence_type: policy_text
  • raw_snippet: Additional instructions will be emailed to you.
  • observed_ui_text: The form collects only basic identity data and pushes the substantive request to a separate, later email interaction.
  • action_taken: Reviewed the instruction copy at top of the webform.
  • dynamic_outcome: The user must perform additional steps via email rather than completing the request in one online flow.","Unsure","../browser_history_output/steppingblocks.com/obstruction_zero_shot_regulator_role/gpt-5/20251114-193405","Not found.",1824,456.266,"gpt-5","Adding Steps","obstruction_zero_shot_regulator_role","The interface introduces an unnecessary follow-up step via email instead of allowing users to complete the Right of Access request within the form.","Need Discussion","found","20251114-193405","2026-02-23T19:31:08.000875Z","Unsure"
41,"1","",0.78,"2026-02-23T19:33:23.077666Z","steppingblocks.com","Evidence Items:
1. Evidence #1
  • page_url: https://www.steppingblocks.com/personal-information-inquiry
  • evidence_type: ui_behavior
  • raw_snippet: I have read and agree to the Terms of Use and Privacy Policy.
  • observed_ui_text: Agreement to Terms of Use and Privacy Policy is bundled into a required certification checkbox to proceed with a statutory privacy request.
  • action_taken: Reviewed visible certification statement and required checkbox on the webform.
  • dynamic_outcome: Form cannot be submitted without checking the agreement checkbox.

2. Evidence #2
  • page_url: https://www.steppingblocks.com/personal-information-inquiry
  • evidence_type: policy_text
  • raw_snippet: In order to complete this process, we are required to verify your request. Please provide your name and email for verification. Additional instructions will be emailed to you.
  • observed_ui_text: Instead of allowing the user to specify the Right to Know/Access within the form, the site requires an extra off-form email step.
  • action_taken: Captured the instruction text at top of the Data Privacy Request form.
  • dynamic_outcome: User must await emailed instructions to proceed with the request.","Correct","../browser_history_output/steppingblocks.com/obstruction_zero_shot_regulator_role/gpt-5/20251114-193405","Found. The broker doesn't let the user complete the right to access within the form.",1825,76.561,"gpt-5","Creating Barriers","obstruction_zero_shot_regulator_role","Requiring agreement to Terms/Privacy to proceed and deferring the actual request to a later email exchange complicates the task and can discourage completion.","Need Discussion","found","20251114-193405","2026-02-23T19:33:23.077697Z","Correct"
42,"1","",0.7,"2026-02-23T19:33:59.365227Z","steppingblocks.com","Evidence Items:
1. Evidence #1
  • page_url: https://www.steppingblocks.com/privacy-ccpa
  • evidence_type: policy_text
  • raw_snippet: “You may use this personal information request form to request access to your personal information.”
  • observed_ui_text: The link text appears inline and is not overshadowed by distracting calls-to-action related to other goals.
  • action_taken: Scrolled and read the section detailing rights and submission links.
  • dynamic_outcome: Normal link visibility; no competing distracting UI elements observed.","Correct","../browser_history_output/steppingblocks.com/interface_interference_baseline_zero_shot/gpt-5/20251201-034216","Not Found.",1826,20.96,"gpt-5","Visual Prominence","interface_interference_baseline_zero_shot","No prominent distractions or visually dominant non-privacy elements interfere with finding or using the access link.","","not found","20251201-034216","2026-02-23T19:33:59.365253Z","Correct"
47,"1","",0.72,"2026-02-23T20:52:28.053232Z","sterling.ai","Evidence Items:
1. Evidence #1
  • page_url: https://sterling.ai/do-not-sell/
  • evidence_type: ui_behavior
  • raw_snippet: Phone
Please provide your phone number here: // For authorized agents the phone number associated with the data subject that they wish that have deleted or opted-out.
<input ... aria-label=""Phone number"" required=true />
  • observed_ui_text: Primary Phone is marked required in addition to a required email, which may exceed necessity for verifying an access request.
  • action_taken: Inspected the form fields and attributes inside the request form iframe.
  • dynamic_outcome: Cannot proceed without providing a phone number due to required=true.

2. Evidence #2
  • page_url: https://sterling.ai/privacy-policy/
  • evidence_type: policy_text
  • raw_snippet: Requests to Know: 2 Received, 0 Completed, 2 Rejected
  • observed_ui_text: Reported metrics show zero completed Requests to Know during the reporting period, suggesting potential friction for access requests.
  • action_taken: Reviewed the CCPA Metrics Disclosure in the Privacy Policy.
  • dynamic_outcome: Static disclosure; no dynamic interaction.

3. Evidence #3
  • page_url: https://sterling.ai/do-not-sell/
  • evidence_type: ui_behavior
  • raw_snippet: Request Type
Please state which request type, you wish to exercise. For those who wish to exercise their
Opt-out of Sale/Sharing right please select Do Not Sell or Share to Third Party.
  • observed_ui_text: Form copy emphasizes opt-out language within a unified form, which can add cognitive load when trying to select a Right to Know request.
  • action_taken: Read the Request Type section in the embedded form.
  • dynamic_outcome: User must correctly locate an Access/Right to Know option among multiple types.","Incorrect","../browser_history_output/sterling.ai/obstruction_baseline_zero_shot/gpt-5/20251114-233310","Not found. As ""Creating Barriers"" instruction explicitly mentions: 
""Note: Essential fields like name, email, phone number, or full mailing address do not count.""",1827,147.243,"gpt-5","Creating Barriers","obstruction_baseline_zero_shot","The form requires a phone number in addition to email to proceed and mixes multiple request types in one selector with copy focused on opt-out, which can burden or confuse a user exercising the CCPA Right of Access.","Need Discussion","found","20251114-233310","2026-02-23T20:52:28.053258Z","Incorrect"
45,"1","",0.82,"2026-02-23T20:45:44.660753Z","sterling.ai","Evidence Items:
1. Evidence #1
  • page_url: https://sterling.ai/do-not-sell/
  • evidence_type: ui_behavior
  • raw_snippet: Do Not Sell
  • observed_ui_text: The page heading says ""Do Not Sell"" but hosts a general ""Data Subject Request Form"" that includes a Request Type selector for multiple rights, not only opt-out.
  • action_taken: Opened the Do Not Sell page and viewed the embedded form.
  • dynamic_outcome: User expecting only an opt-out flow may not anticipate that this page also handles Right of Access requests.

2. Evidence #2
  • page_url: https://sterling.ai/do-not-sell/
  • evidence_type: ui_behavior
  • raw_snippet: Request Type
Please state which request type, you wish to exercise. For those who wish to exercise their Opt-out of Sale/Sharing right please select Do Not Sell or Share to Third Party.
  • observed_ui_text: Helper text implies multiple request types are supported within a page labeled for 'Do Not Sell'.
  • action_taken: Inspected helper text under Request Type.
  • dynamic_outcome: Potential mismatch between page title expectation and multi-purpose form behavior.","Correct","../browser_history_output/sterling.ai/interface_interference_baseline_zero_shot/gpt-5/20251201-035439","Found. Privacy policy states that to exercise any rights, go to: https://sterling.ai/do-not-sell/. Landing on this page, the page title states ""Do Not Sell"", but users can exercise rights to access as well via the form.",1828,96.627,"gpt-5","Feedforward Ambiguity","interface_interference_baseline_zero_shot","The page label suggests a specific outcome (opt-out of sale), but the embedded form supports multiple request types including access, creating a discrepancy between user expectation and actual function.","","found","20251201-035439","2026-02-23T20:45:44.661034Z","Correct"
46,"1","As part of the main process, hidden information wasn't found. But the footer of the homepage of the broker's website has privacy policy, do not sell and terms and condition links that appear as hyperlinked but you cannot click/navigate via them (so they are not hyperlinked). Although there exists another privacy policy link at the bottom above the footer, but just wanted to flag this.",0.75,"2026-02-23T20:49:30.645050Z","sterling.ai","Evidence Items:
1. Evidence #1
  • page_url: https://sterling.ai/privacy-policy/
  • evidence_type: policy_text
  • raw_snippet: - ""How to Submit a Request. … the form listed on our Website at: https://sterling.ai/do-not-sell/.""
- ""For Shine the Light requests: “email at privacy@sterling.ai” and postal mail address provided above.""
  • observed_ui_text: Submission methods are explicitly stated in the policy, including form URL and email; the form is also prominently embedded on the Do Not Sell page.
  • action_taken: Reviewed extracted policy text and navigated to the linked page.
  • dynamic_outcome: Submission paths were discoverable via clearly labeled links.","Correct","../browser_history_output/sterling.ai/interface_interference_baseline_zero_shot/gpt-5/20251201-035439","Not found in the main process. But see comments.",1829,205.83,"gpt-5","Hidden Information","interface_interference_baseline_zero_shot","Submission methods are disclosed in the policy and accessible via the Do Not Sell page; no evidence of relevant information being intentionally hidden.","","not found","20251201-035439","2026-02-23T20:49:30.645077Z","Correct"
48,"1","",0.9,"2026-02-23T20:55:10.785408Z","sterling.ai","Evidence Items:
1. Evidence #1
  • page_url: https://sterling.ai/do-not-sell/
  • evidence_type: ui_behavior
  • raw_snippet: Continue with saved changes?
You have saved changes on this form submission.
Don't show again for this form
Reset
Confirm
  • observed_ui_text: A modal overlay appears over the form, dimming the form and requiring user attention to 'Confirm' or close before interacting with fields.
  • action_taken: Attempted to click 'Confirm' and close buttons and scroll the iframe multiple times.
  • dynamic_outcome: The overlay persisted/reappeared, blocking interaction with underlying fields and visually drawing attention away from the form.

2. Evidence #2
  • page_url: https://sterling.ai/do-not-sell/
  • evidence_type: ui_behavior
  • raw_snippet: This website utilizes technologies such as cookies to enable essential site functionality, as well as for analytics, personalization, and targeted advertising.
Accept
Deny Non-Essential
  • observed_ui_text: Cookie banner appears and competes for attention near the top of the page when first loading, obscuring part of the UI until dismissed.
  • action_taken: Dismissed cookie banner via 'Deny Non-Essential'.
  • dynamic_outcome: Banner disappeared after denial, but initially diverted attention from the primary task.","Incorrect","../browser_history_output/sterling.ai/interface_interference_baseline_zero_shot/gpt-5/20251201-035439","Not found. No distracting UI that distracts user away from the task noticed.",1830,114.905,"gpt-5","Visual Prominence","interface_interference_baseline_zero_shot","Modal overlay and cookie banner place distracting UI elements in competition with the goal-oriented form elements, reducing salience of the privacy request process.","","found","20251201-035439","2026-02-23T20:55:10.785422Z","Incorrect"
49,"1","",0.55,"2026-02-23T21:02:23.252525Z","stirista.com","Evidence Items:
1. Evidence #1
  • page_url: https://www.stirista.com/privacy-policy/
  • evidence_type: policy_text
  • raw_snippet: First, you may contact us directly at privacy@stirista.com to have your personal information removed... Or if you prefer, you can contact us directly by mail...
  • observed_ui_text: Policy lists contact methods but does not describe an access request process that requires multiple separate submissions for different identifiers.
  • action_taken: Searched policy text for instructions that split the Right of Access into multiple requests or identifiers.
  • dynamic_outcome: No access-related instruction requiring multiple submissions observed.","Correct","../browser_history_output/stirista.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20251201-062714","Not found. No additional steps required.",1831,34.726,"gpt-5","Adding Steps","obstruction_few_shot_regulator_role_with_CoT","No Right of Access flow was found that forces multiple identifiers or separate submissions; observed multi-identifier instructions relate to opt-out/deletion, not access.","OK","not found","20251201-062714","2026-02-23T21:02:23.252554Z","Correct"
50,"1","Access rights page exists: https://webbula.com/ca-eu-data-request/#DataAccessRequest. Although it is only hyperlinked at one place, and not as repetitively as Unsubscribe/opt-out form. The place where access rights are described, the above access rights form is not hyperlinked, unlike for opt-out (where its hyperlinked right where it was described).",0.86,"2026-02-23T21:06:29.589883Z","stirista.com","Evidence Items:
1. Evidence #1
  • page_url: https://unsubscribe.stirista.com/
  • evidence_type: ui_behavior
  • raw_snippet: Residents of Colorado, Connecticut, Delaware, Indiana, Iowa, Kentucky, Maryland, Minnesota, Montana, Nebraska, Nevada, New Hampshire, New Jersey, Oregon, Rhode Island, Tennessee, Texas, Utah, Virginia
have privacy rights under state-specific laws. If you are a resident of one of those states, you may use this webform to exercise your rights to delete personal information about you and/or opt out of certain processing.
  • observed_ui_text: The webform explicitly scopes eligibility to a list of states that does not include California, thereby preventing California residents from using the form.
  • action_taken: Reviewed the top explanatory text on the unsubscribe webform.
  • dynamic_outcome: No Right of Access or California-specific option appeared; the form sections only support deletion, mobile opt-out, and selling/sharing opt-out.

2. Evidence #2
  • page_url: https://unsubscribe.stirista.com/
  • evidence_type: ui_behavior
  • raw_snippet: Data Inquiry/3rd-Party Selling or Sharing of PI
To opt out of any future third-party selling or sharing of your personal information, please enter your email and inquiry description below, then click ""Submit"".
  • observed_ui_text: No request-type selector or 'Right to Know/Access' option is provided, forcing users to guess if this section can be used for access requests.
  • action_taken: Inspected all sections and labels of the webform.
  • dynamic_outcome: Form does not reveal any access request options even after scanning; only opt-out related flows exist.","Incorrect","../browser_history_output/stirista.com/obstruction_zero_shot_regulator_role/gpt-5/20251114-195308","Not found. 
Access rights page exists: https://webbula.com/ca-eu-data-request/#DataAccessRequest.",1832,237.051,"gpt-5","Creating Barriers","obstruction_zero_shot_regulator_role","California consumers cannot use the presented webform to exercise Right of Access and there is no request-type selection for access; this complicates and prevents the expected task.","Need Discussion","found","20251114-195308","2026-02-23T21:06:29.589901Z","Incorrect"
54,"1","",0.65,"2026-02-23T21:15:00.559511Z","stirista.com","Evidence Items:
1. Evidence #1
  • page_url: https://unsubscribe.stirista.com/
  • evidence_type: ui_behavior
  • raw_snippet: “Email (required)” / “Description (required)”
  • observed_ui_text: The portal requests standard information relevant to handling a data inquiry.
  • action_taken: Reviewed the Unsubscribe portal form sections and fields.
  • dynamic_outcome: Required fields were minimal and aligned with processing the request.

2. Evidence #2
  • page_url: https://www.stirista.com/privacy-policy/
  • evidence_type: policy_text
  • raw_snippet: “For security purposes (and as required under California law), we will verify your identity – in part by requesting certain information from you — when you request to exercise your California privacy rights.”
  • observed_ui_text: Verification is disclosed as required by law; not excessive or unexpected.
  • action_taken: Reviewed California verification instructions in the policy.
  • dynamic_outcome: Informational disclosure only; no UI obstacles encountered.","Correct","../browser_history_output/stirista.com/obstruction_baseline_zero_shot/gpt-5/20251115-000327","",1833,90.944,"gpt-5","Creating Barriers","obstruction_baseline_zero_shot","We did not observe UI behaviors or instructions that complicate or prevent making an access request beyond standard, legally required steps.","Need Discussion","not found","20251115-000327","2026-02-23T21:15:00.559532Z","Correct"
