annotation_id,annotator,comments,confidence,created_at,data_broker,evidence,explanation_accuracy_percent,explanation_verification,file_path,id,lead_time,model,pattern_name,problems,prompting_strategy,rationale,review_status,status,task_completion,time_stamp,updated_at,verification
866,1,I don't think 'post-submission email' is a dark pattern.,0.72,2025-11-17T06:50:11.413029Z,unearthcampaigns.com,"Evidence Items:
1. Evidence #1
  • page_url: https://www.unearthcampaigns.com/privacy-policy/
  • evidence_type: policy_text
  • raw_snippet: If we locate your information in our records, we will ask you to email us from the email account for which you are requesting information.
  • observed_ui_text: After submitting the form, the user must perform an additional email step.
  • action_taken: Reviewed instructions in the California section.
  • dynamic_outcome: Introduces a subsequent email exchange as an extra required interaction.

2. Evidence #2
  • page_url: https://www.unearthcampaigns.com/right-to-know/
  • evidence_type: ui_behavior
  • raw_snippet: LinkedIn Profile (Required)
Cell Phone (Required)
  • observed_ui_text: The number of mandatory fields increases the number of interactions needed to complete the request.
  • action_taken: Inspected the form's required fields.
  • dynamic_outcome: User must fill many fields even before any verification step.",,Incorrect,../browser_history_output/unearthcampaigns.com/obstruction_baseline_zero_shot/gpt-5/20251115-165550,1082,119.146,gpt-5,Adding Steps,,obstruction_baseline_zero_shot,"The process adds an extra post-form email step and requires completion of many fields, increasing the number of required interactions beyond what is strictly necessary for an access request.",,found,Complete,20251115-165550,2025-11-17T06:50:23.787364Z,Incorrect
540,1,"1. Evidence #1 incorrect. The email is require for everyone.
2. Evidence #2,3 is not classify as creating barriers. like #3 should be conflicting information. So classification incorrect",0.72,2025-11-16T05:11:30.685991Z,sterling.ai,"Evidence Items:
1. Evidence #1
  • page_url: https://sterling.ai/do-not-sell/
  • evidence_type: ui_behavior
  • raw_snippet: Phone
Please provide your phone number here: // For authorized agents the phone number associated with the data subject that they wish that have deleted or opted-out.
<input ... aria-label=""Phone number"" required=true />
  • observed_ui_text: Primary Phone is marked required in addition to a required email, which may exceed necessity for verifying an access request.
  • action_taken: Inspected the form fields and attributes inside the request form iframe.
  • dynamic_outcome: Cannot proceed without providing a phone number due to required=true.

2. Evidence #2
  • page_url: https://sterling.ai/privacy-policy/
  • evidence_type: policy_text
  • raw_snippet: Requests to Know: 2 Received, 0 Completed, 2 Rejected
  • observed_ui_text: Reported metrics show zero completed Requests to Know during the reporting period, suggesting potential friction for access requests.
  • action_taken: Reviewed the CCPA Metrics Disclosure in the Privacy Policy.
  • dynamic_outcome: Static disclosure; no dynamic interaction.

3. Evidence #3
  • page_url: https://sterling.ai/do-not-sell/
  • evidence_type: ui_behavior
  • raw_snippet: Request Type
Please state which request type, you wish to exercise. For those who wish to exercise their
Opt-out of Sale/Sharing right please select Do Not Sell or Share to Third Party.
  • observed_ui_text: Form copy emphasizes opt-out language within a unified form, which can add cognitive load when trying to select a Right to Know request.
  • action_taken: Read the Request Type section in the embedded form.
  • dynamic_outcome: User must correctly locate an Access/Right to Know option among multiple types.",,Incorrect,../browser_history_output/sterling.ai/obstruction_baseline_zero_shot/gpt-5/20251114-233310,1093,316.021,gpt-5,Creating Barriers,,obstruction_baseline_zero_shot,"The form requires a phone number in addition to email to proceed and mixes multiple request types in one selector with copy focused on opt-out, which can burden or confuse a user exercising the CCPA Right of Access.",,found,Complete,20251114-233310,2025-11-28T07:13:34.858462Z,Incorrect
844,1,"Claim as service provider, so no need to respond to individual rights requests.",0.85,2025-11-17T06:15:24.904555Z,usadata.com,"Evidence Items:
1. Evidence #1
  • page_url: https://www.usadata.com/ccpa
  • evidence_type: policy_text
  • raw_snippet: Because it is a service provider, USADATA cannot act upon consumer requests to ""know"" or ""delete"" their personal information. In the event that we receive such requests, we will advise the requestor of this fact.
  • observed_ui_text: The page states that Right to Know/Delete requests cannot be processed by USADATA, preventing the user from exercising the Right of Access via this site.
  • action_taken: Reviewed the CCPA page text after navigating from the Privacy Policy.
  • dynamic_outcome: No methods to submit a Right of Access request were provided; user cannot proceed.

2. Evidence #2
  • page_url: https://www.usadata.com/ccpa
  • evidence_type: policy_text
  • raw_snippet: Submitting Consumer Rights Requests
Because it is a service provider, USADATA cannot act upon consumer requests to know or delete their personal information.
  • observed_ui_text: The 'Submitting Consumer Rights Requests' section reiterates that access requests will not be acted upon.
  • action_taken: Scrolled the CCPA page and captured the submission instructions section.
  • dynamic_outcome: No actionable submission path for Right of Access is provided.",,Incorrect,../browser_history_output/usadata.com/obstruction_baseline_zero_shot/gpt-5/20251115-175003,1161,12.393,gpt-5,Creating Barriers,,obstruction_baseline_zero_shot,"The interface and policy explicitly prevent the user task (exercising Right of Access) by stating requests will not be acted upon, which complicates or blocks the task and thus fits 'Creating Barriers.'",,found,Complete,20251115-175003,2025-11-17T06:15:24.904579Z,Incorrect
873,1,,0.7,2025-11-17T06:57:03.472743Z,usadata.com,"Evidence Items:
1. Evidence #1
  • page_url: https://www.usadata.com/ccpa
  • evidence_type: ui_behavior
  • raw_snippet: None
  • observed_ui_text: No webform, multi-step flow, or additional UI interactions for Right of Access exist.
  • action_taken: Searched for any forms or stepwise UI on the CCPA page.
  • dynamic_outcome: No steps to perform; no unnecessary steps added.

2. Evidence #2
  • page_url: https://www.usadata.com/donotsellmyinformation
  • evidence_type: policy_text
  • raw_snippet: Webform presence and fields:
- No webform is present on this page; therefore, no fields or required indicators are shown.
  • observed_ui_text: Do Not Sell page provides static contact methods without multi-step hurdles.
  • action_taken: Extracted the Do Not Sell page content and looked for forms or multi-step flows.
  • dynamic_outcome: No added steps observed.",,Correct,../browser_history_output/usadata.com/obstruction_baseline_zero_shot/gpt-5/20251115-175003,1162,11.639,gpt-5,Adding Steps,,obstruction_baseline_zero_shot,There are no flows for Right of Access at all; thus no evidence of unnecessary additional required steps.,,not found,Complete,20251115-175003,2025-11-17T06:57:03.472778Z,Correct
689,1,Privacy Mazes found due to inconsistent phone numbers.,0.8,2025-11-16T21:43:28.770152Z,statara.com,"Evidence Items:
1. Evidence #1
  • page_url: https://statara.com/privacy/
  • evidence_type: policy_text
  • raw_snippet: Exercising your Consumer Privacy Rights ... Consumers wishing to manage their personal data may choose from the options below.
  • observed_ui_text: Privacy Center summarizes rights with direct links to corresponding forms, including the consumer request form.
  • action_taken: Reviewed the Privacy Center sections and followed the link to the form.
  • dynamic_outcome: Direct navigation to the webform without having to traverse disconnected pages.",,Correct,../browser_history_output/statara.com/obstruction_baseline_zero_shot/gpt-5/20251114-230946,1203,24.221,gpt-5,Privacy Mazes,,obstruction_baseline_zero_shot,"Information architecture provides a clear Privacy Center with direct, labeled links to actions; no fragmented or maze-like navigation required.",,not found,Complete,20251114-230946,2026-02-03T08:16:54.630024Z,Correct
609,1,,0.85,2025-11-16T08:03:51.463606Z,swoop.com,"Evidence Items:
1. Evidence #1
  • page_url: https://optout.swoop.com/pii.html
  • evidence_type: ui_behavior
  • raw_snippet: You may fill out as many or few fields as you like.
  • observed_ui_text: No mandatory fields or identity hurdles shown; no CAPTCHA or login required.
  • action_taken: Inspected the form fields and attributes for requirement status.
  • dynamic_outcome: Fields accepted input and were optional.

2. Evidence #2
  • page_url: https://swoop.com/privacy-notice/
  • evidence_type: policy_text
  • raw_snippet: Submitting a privacy rights request does not require you to create an account or register with us.
  • observed_ui_text: Policy explicitly states no account is needed to submit a request.
  • action_taken: Reviewed policy text under 'Your Privacy Rights and Choices'.
  • dynamic_outcome: No account gate encountered.",,Correct,../browser_history_output/swoop.com/obstruction_baseline_zero_shot/gpt-5/20251115-001256,1217,18.809,gpt-5,Creating Barriers,,obstruction_baseline_zero_shot,"The site offers multiple channels without requiring account creation, complex verification, or excessive data entry.",,not found,Complete,20251115-001256,2025-11-16T08:03:51.463628Z,Correct
822,1,"1 Evidence #1: incorrect. Not a dark pattern.
2. Evidence #2: it evidence should be privacy mazes, a low level of adding steps. Wrong classification.",0.7,2025-11-17T05:15:54.601489Z,t-mobile.com,"Evidence Items:
1. Evidence #1
  • page_url: https://privacyportal-t-mobile.my.onetrust.com/webform/d4a925f0-4ebf-40ba-817b-bccc309e602f/7831d667-1ebc-4b1e-a941-e545cb0d0523
  • evidence_type: ui_behavior
  • raw_snippet: If you want to access and delete your personal data, you’ll need to submit two separate requests.
  • observed_ui_text: The UI requires two separate submissions for related actions (access and deletion) rather than allowing a combined request.
  • action_taken: Opened the form, selected 'Access personal data', and reviewed instructional text
  • dynamic_outcome: User must complete and submit distinct forms for each request type

2. Evidence #2
  • page_url: https://www.t-mobile.com/privacy-center/personal-data-request.html
  • evidence_type: policy_text
  • raw_snippet: Get started (Not a customer)
  • observed_ui_text: Before reaching the form, the user must choose a relationship tile and then a specific request type link.
  • action_taken: Clicked 'Get started' for Not a customer, then chose 'Access your data' before reaching 'Start online form'
  • dynamic_outcome: Additional intermediate steps prior to the actual form",,Incorrect,../browser_history_output/t-mobile.com/obstruction_baseline_zero_shot/gpt-5/20251115-003229,1294,73.999,gpt-5,Adding Steps,,obstruction_baseline_zero_shot,"Users must navigate multiple intermediate choices and are instructed to submit separate requests for access and deletion, introducing extra steps beyond what could be handled in a single combined submission.",,found,Complete,20251115-003229,2026-01-23T07:17:51.558879Z,Incorrect
860,1,"I agree with the rationale, even not follow my definition or classification.",0.78,2025-11-17T06:37:05.693125Z,ventiveiq.com,"Evidence Items:
1. Evidence #1
  • page_url: https://privacyportal.privacypillar.com/dsar/form?orgid=0c31c814-ea86-461f-8ccb-294f05bc74c3&propid=cc95835d-7719-4336-b0c4-18146e5d000a&formid=4348f332-6917-4566-8c56-6fc9eb57097f&status=publish
  • evidence_type: ui_behavior
  • raw_snippet: To initiate a Opt-out request, please enter your email below, location, and other optional details, and push the “SUBMIT” button to begin your request.
  • observed_ui_text: The prominent instruction frames the form as opt-out only, even when using it for 'Info Request' (Right to Know/Access), which can mislead users about the appropriate action.
  • action_taken: Opened the DSAR form and selected 'User' and 'Info Request' as request type.
  • dynamic_outcome: The opt-out-centric helper text remained, creating confusion for access requests.

2. Evidence #2
  • page_url: https://privacyportal.privacypillar.com/dsar/form?orgid=0c31c814-ea86-461f-8ccb-294f05bc74c3&propid=cc95835d-7719-4336-b0c4-18146e5d000a&formid=4348f332-6917-4566-8c56-6fc9eb57097f&status=publish
  • evidence_type: ui_behavior
  • raw_snippet: Select request type(s
Data Processing
Data Portability
Opt out
Update Data
Info Request
Data Deletion
  • observed_ui_text: There is no explicit 'Right to Know'/'Right of Access' option; the user must infer that 'Info Request' is the correct choice.
  • action_taken: Reviewed the request type options after loading the form.
  • dynamic_outcome: Ambiguity about which option maps to statutory Right to Know/Access.",,Unsure,../browser_history_output/ventiveiq.com/obstruction_baseline_zero_shot/gpt-5/20251115-192101,1297,9.231,gpt-5,Creating Barriers,,obstruction_baseline_zero_shot,Ambiguous labeling and opt-out-centric text complicate the Right of Access task and may deter or misdirect users from exercising that right.,,found,Complete,20251115-192101,2025-11-17T06:37:05.693155Z,Correct
891,1,Incorrect evidence.,0.7,2025-11-17T07:11:43.010706Z,veraset.com,"Evidence Items:
1. Evidence #1
  • page_url: https://www.veraset.com/legal/privacy-policy
  • evidence_type: policy_text
  • raw_snippet: “For additional information, see our CCPA/State Specific Rights Privacy Addendum.”
  • observed_ui_text: Instead of listing rights and submission methods directly on the policy page, the user is required to open a separate addendum.
  • action_taken: Reviewed Privacy Policy's directions for state-specific rights.
  • dynamic_outcome: Additional navigation step to an external document was required, which then failed (404), increasing steps without necessity.",,Incorrect,../browser_history_output/veraset.com/obstruction_baseline_zero_shot/gpt-5/20251115-193409,1318,263.765,gpt-5,Adding Steps,,obstruction_baseline_zero_shot,Requiring navigation to a separate addendum for core rights and procedures unnecessarily adds steps to accomplish the Right of Access task.,,found,Complete,20251115-193409,2025-12-01T11:48:32.641528Z,Incorrect
544,1,"Role prompting version found the dark pattern. Even they are not classify as creating barriers by my annotation, but i agree with they rationale. So should i classify this task as 'correct' or 'incorrect'?",0.65,2025-11-16T05:34:18.838958Z,stirista.com,"Evidence Items:
1. Evidence #1
  • page_url: https://unsubscribe.stirista.com/
  • evidence_type: ui_behavior
  • raw_snippet: “Email (required)” / “Description (required)”
  • observed_ui_text: The portal requests standard information relevant to handling a data inquiry.
  • action_taken: Reviewed the Unsubscribe portal form sections and fields.
  • dynamic_outcome: Required fields were minimal and aligned with processing the request.

2. Evidence #2
  • page_url: https://www.stirista.com/privacy-policy/
  • evidence_type: policy_text
  • raw_snippet: “For security purposes (and as required under California law), we will verify your identity – in part by requesting certain information from you — when you request to exercise your California privacy rights.”
  • observed_ui_text: Verification is disclosed as required by law; not excessive or unexpected.
  • action_taken: Reviewed California verification instructions in the policy.
  • dynamic_outcome: Informational disclosure only; no UI obstacles encountered.",,Correct,../browser_history_output/stirista.com/obstruction_baseline_zero_shot/gpt-5/20251115-000327,1333,295.055,gpt-5,Creating Barriers,,obstruction_baseline_zero_shot,"We did not observe UI behaviors or instructions that complicate or prevent making an access request beyond standard, legally required steps.",,not found,,20251115-000327,2025-11-16T05:34:18.838984Z,Correct
